#gd-step, abs-grad_likelihood, theta-error
972 0.006625 0.05355125
973 0.012875 0.0534225
974 0.014125 0.05328125
975 0.012875 0.0531525
976 0.017875 0.05297375
977 0.014125 0.0528325
978 0.016625 0.05266625
979 0.009125 0.052575
980 0.021625 0.05235875
981 0.019125 0.0521675
982 0.037875 0.05178875
983 0.025375 0.051535
984 0.002875 0.05150625
985 0.009125 0.051415
986 0.011625 0.05129875
987 0.020375 0.051095
988 0.021625 0.05087875
989 0.000375 0.050875
990 0.002875 0.05084625
991 0.035375 0.0504925
992 0.020375 0.05028875
993 0.014125 0.0501475
994 0.004125 0.05010625
995 0.032875 0.0497775
996 0.005375 0.04972375
997 0.021625 0.0495075
998 0.016625 0.04934125
999 0.005875 0.0494
1000 0.027875 0.04912125
1001 0.012875 0.0489925
1002 0.005375 0.04893875
1003 0.004125 0.0488975
1004 0.005875 0.04895625
1005 0.020375 0.0487525
1006 0.017875 0.04857375
1007 0.014125 0.0484325
1008 0.037875 0.04805375
1009 0.025375 0.0478
1010 0.006625 0.04773375
1011 0.014125 0.0475925
1012 0.025375 0.04733875
1013 0.024125 0.0470975
1014 0.020375 0.04689375
1015 0.022875 0.046665
1016 0.025375 0.04641125
1017 0.004125 0.04637
1018 0.014125 0.04622875
1019 0.017875 0.04605
1020 0.026625 0.04578375
1021 0.009125 0.0456925
1022 0.034125 0.04535125
1023 0.020375 0.0451475
1024 0.034125 0.04480625
1025 0.017875 0.0446275
1026 0.005375 0.04457375
1027 0.020375 0.04437
1028 0.032875 0.04404125
1029 0.024125 0.0438
1030 0.019125 0.04360875
1031 0.006625 0.0435425
1032 0.019125 0.04335125
1033 0.020375 0.0431475
1034 0.021625 0.04293125
1035 0.024125 0.04269
1036 0.001625 0.04267375
1037 0.009125 0.0425825
1038 0.000875 0.04259125
1039 0.006625 0.042525
1040 0.024125 0.04228375
1041 0.022875 0.042055
1042 0.010375 0.04195125
1043 0.009125 0.04186
1044 0.011625 0.04174375
1045 0.013375 0.0418775
1046 0.020375 0.04167375
1047 0.034125 0.0413325
1048 0.034125 0.04099125
1049 0.009125 0.0409
1050 0.010375 0.04079625
1051 0.006625 0.04073
1052 0.010875 0.04083875
1053 0.020375 0.040635
1054 0.011625 0.04051875
1055 0.026625 0.0402525
1056 0.019125 0.04006125
1057 0.007875 0.0399825
1058 0.017875 0.03980375
1059 0.025375 0.03955
1060 0.020375 0.03934625
1061 0.007875 0.0392675
1062 0.015375 0.03911375
1063 0.014125 0.0389725
1064 0.007875 0.03889375
1065 0.002125 0.038915
1066 0.021625 0.03869875
1067 0.002125 0.03872
1068 0.004625 0.03876625
1069 0.020375 0.0385625
1070 0.030375 0.03825875
1071 0.019125 0.0380675
1072 0.021625 0.03785125
1073 0.012875 0.0377225
1074 0.026625 0.03745625
1075 0.014125 0.037315
1076 0.005875 0.03737375
1077 0.022875 0.037145
1078 0.004125 0.03710375
1079 0.012875 0.036975
1080 0.019125 0.03678375
1081 0.000875 0.0367925
